name,lat,lon,2023_08_01,2023_08_02,2023_08_03,2023_08_04,2023_08_05,2023_08_06,2023_08_07,2023_08_08,2023_08_09,2023_08_10,2023_08_11,2023_08_12,2023_08_13,2023_08_14,2023_08_15,2023_08_16,2023_08_17,2023_08_18,2023_08_19,2023_08_20
p_37.122570_140.187208,37.12257,140.187208,,,,,,,,,,,,,0.12571428571428572,,,,,,,
p_37.122635_140.216883,37.122635,140.216883,,,,,,,,,,,,,0.11428571428571428,,,,,,,
p_37.122643_140.186977,37.122643,140.186977,,,,,,,,,,,,,0.15428571428571428,,,,,,,
p_37.122645_140.187177,37.122645,140.187177,,,,,,,,,,,,,0.12857142857142856,,,,,,,
p_37.122653_140.186875,37.122653,140.186875,,,,,,,,,,,,,0.15142857142857144,,,,,,,
p_37.122653_140.187402,37.122653,140.187402,,,,,,,,,,,,,0.12,,,,,,,
p_37.122667_140.186998,37.122667,140.186998,,,,,,,,,,,,,0.13714285714285715,,,,,,,
p_37.122677_140.187228,37.122677,140.187228,,,,,,,,,,,,,0.11714285714285715,,,,,,,
p_37.122683_140.195148,37.122683,140.195148,,,,,,,,,,,,,0.10285714285714286,,,,,,,
p_37.122690_140.187015,37.12269,140.187015,,,,,,,,,,,,,0.14,,,,,,,
p_37.122695_140.187245,37.122695,140.187245,,,,,,,,,,,,,0.12285714285714286,,,,,,,
p_37.122698_140.187242,37.122698,140.187242,,,,,,,,,,,,,0.11714285714285715,,,,,,,
p_37.122700_140.187240,37.1227,140.18724,,,,,,,,,,,,,0.12285714285714286,,,,,,,
p_37.122702_140.187192,37.122702,140.187192,,,,,,,,,,,,,0.10857142857142857,,,,,,,
p_37.122703_140.187238,37.122703,140.187238,,,,,,,,,,,,,0.12142857142857141,,,,,,,
p_37.122705_140.187238,37.122705,140.187238,,,,,,,,,,,,,0.10857142857142857,,,,,,,
p_37.122707_140.187238,37.122707,140.187238,,,,,,,,,,,,,0.11857142857142856,,,,,,,
p_37.122710_140.187237,37.12271,140.187237,,,,,,,,,,,,,0.12,,,,,,,
p_37.122712_140.187235,37.122712,140.187235,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.122718_140.187227,37.122718,140.187227,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.122722_140.187228,37.122722,140.187228,,,,,,,,,,,,,0.13714285714285715,,,,,,,
p_37.122722_140.187230,37.122722,140.18723,,,,,,,,,,,,,0.12,,,,,,,
p_37.122723_140.187227,37.122723,140.187227,,,,,,,,,,,,,0.13142857142857142,,,,,,,
p_37.122723_140.187228,37.122723,140.187228,,,,,,,,,,,,,0.13,,,,,,,
p_37.122723_140.187232,37.122723,140.187232,,,,,,,,,,,,,0.1284942084942085,,,,,,,
p_37.122725_140.187232,37.122725,140.187232,,,,,,,,,,,,,0.12172506738544474,,,,,,,
p_37.122727_140.187232,37.122727,140.187232,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.122742_140.186882,37.122742,140.186882,,,,,,,,,,,,,0.15428571428571428,,,,,,,
p_37.122813_140.186698,37.122813,140.186698,,,,,,,,,,,,,0.14857142857142858,,,,,,,
p_37.122870_140.187622,37.12287,140.187622,,,,,,,,,,,,,0.12857142857142856,,,,,,,
p_37.122878_140.186368,37.122878,140.186368,,,,,,,,,,,,,0.16,,,,,,,
p_37.122880_140.187632,37.12288,140.187632,,,,,,,,,,,,,0.12571428571428572,,,,,,,
p_37.122885_140.187638,37.122885,140.187638,,,,,,,,,,,,,0.11571428571428573,,,,,,,
p_37.122895_140.186260,37.122895,140.18626,,,,,,,,,,,,,0.1657142857142857,,,,,,,
p_37.122962_140.187680,37.122962,140.18768,,,,,,,,,,,,,0.11142857142857143,,,,,,,
p_37.123040_140.186255,37.12304,140.186255,,,,,,,,,,,,,0.15428571428571428,,,,,,,
p_37.123048_140.187765,37.123048,140.187765,,,,,,,,,,,,,0.10571428571428572,,,,,,,
p_37.123048_140.195320,37.123048,140.19532,,,,,,,,,,,,,0.1,,,,,,,
p_37.123133_140.186295,37.123133,140.186295,,,,,,,,,,,,,0.15714285714285714,,,,,,,
p_37.123135_140.186297,37.123135,140.186297,,,,,,,,,,,,,0.15142857142857144,,,,,,,
